datetime	user	rtypes	ptypes	cum_rtypes	cum_ptypes
2008-01-09 20:59:23	dsaff	0	0	0	624
2008-01-09 21:22:13	dsaff	0	5	0	629
2008-01-16 07:38:11	dsaff	0	-1	0	628
2008-01-21 12:35:00	dsaff	0	0	0	628
2008-01-25 05:49:59	dsaff	0	-5	0	623
2008-01-25 05:51:07	dsaff	0	2	0	625
2008-01-25 06:11:31	dsaff	0	11	0	636
2008-01-25 06:12:10	dsaff	0	0	0	636
2008-02-05 14:06:47	kbeck	0	2	3	82
2008-02-05 14:16:01	kbeck	0	0	3	82
2008-02-14 13:37:51	kbeck	0	2	3	84
2008-03-18 19:57:33	dsaff	0	-1	0	635
2008-03-18 19:57:34	dsaff	0	0	0	635
2008-03-18 19:57:35	dsaff	0	1	0	636
2008-03-20 15:53:19	dsaff	0	2	0	638
2008-03-20 15:53:21	dsaff	0	3	0	641
2008-03-20 15:53:22	dsaff	0	2	0	643
2008-04-07 10:59:21	dsaff	0	0	0	643
2008-04-07 10:59:22	dsaff	0	22	0	665
2008-04-07 10:59:23	dsaff	0	0	0	665
2008-05-06 09:42:11	kbeck	0	-1	3	83
2008-05-06 09:42:12	kbeck	0	0	3	83
2008-05-06 17:32:11	kbeck	0	0	3	83
2008-05-12 08:46:26	dsaff	0	0	0	665
2008-05-12 08:48:00	dsaff	0	1	0	666
2008-05-12 08:48:18	dsaff	0	0	0	666
2008-05-13 11:03:51	kbeck	0	0	3	83
2008-05-13 11:03:52	kbeck	0	0	3	83
2008-05-13 11:03:53	kbeck	0	6	3	89
2008-05-13 11:03:54	kbeck	0	0	3	89
2008-05-13 11:03:55	kbeck	0	1	3	90
2008-05-13 11:03:58	kbeck	0	1	3	91
2008-05-13 11:03:59	kbeck	0	0	3	91
2008-05-29 06:30:13	dsaff	0	0	0	666
2008-05-29 06:30:14	dsaff	0	0	0	666
2008-05-29 06:31:06	dsaff	0	0	0	666
2008-06-03 10:14:15	dsaff	0	7	0	673
2008-06-09 08:19:20	dsaff	0	0	0	673
2008-06-10 10:47:29	dsaff	0	0	0	673
2008-06-10 11:08:34	kbeck	0	0	3	91
2008-06-10 12:50:14	dsaff	0	0	0	673
2008-06-16 10:52:02	kbeck	0	4	3	95
